WellName,FlowDate,FlowRateAcFtPM,FlowRateCFS,FlowRateGPM
SW0087,2023-08-01,7323.97,,
SW0087,2023-09-01,5152.07,,
SW0242,2022-10-01,0,,
SW0242,2022-11-01,0,,
SW0242,2022-12-01,0,,
SW0242,2023-01-01,0,,
SW0242,2023-02-01,0,,
SW0242,2023-03-01,0,,
SW0242,2023-04-01,13.88,,
SW0242,2023-05-01,247.65,,
SW0242,2023-06-01,402.89,,
SW0242,2023-07-01,522.74,,
SW0242,2023-08-01,203.2,,
SW0242,2023-09-01,167.83,,
SW0202,2022-10-01,105.52,,
SW0202,2022-11-01,60.11,,
SW0202,2022-12-01,29.81,,
SW0202,2023-01-01,48.32,,
SW0202,2023-02-01,36.24,,
SW0202,2023-03-01,7.7,,
SW0202,2023-04-01,44.4,,
SW0202,2023-05-01,436.12,,
SW0202,2023-06-01,965.16,,
SW0202,2023-07-01,1036.59,,
SW0202,2023-08-01,273.62,,
SW0202,2023-09-01,176.25,,
SW0053,2022-10-01,32.75,,
SW0053,2022-11-01,29.08,,
SW0053,2022-12-01,33.17,,
SW0053,2023-01-01,42.77,,
SW0053,2023-02-01,66.42,,
SW0053,2023-03-01,58.74,,
SW0053,2023-04-01,112.09,,
SW0053,2023-05-01,193.04,,
SW0053,2023-06-01,188.6,,
SW0053,2023-07-01,241.96,,
SW0053,2023-08-01,124.1,,
SW0053,2023-09-01,0.39,,
SW0294,2022-10-01,0,,
SW0294,2022-11-01,0,,
SW0294,2022-12-01,0,,
SW0294,2023-01-01,0,,
SW0294,2023-02-01,0,,
SW0294,2023-03-01,0,,
SW0294,2023-04-01,0,,
SW0294,2023-05-01,12.92,,
SW0294,2023-06-01,92.14,,
SW0294,2023-07-01,219.83,,
SW0294,2023-08-01,49.8,,
SW0294,2023-09-01,5.17,,
SW0003,2022-10-01,30.76,,
SW0003,2022-11-01,30.27,,
SW0003,2022-12-01,35.03,,
SW0003,2023-01-01,45.01,,
SW0003,2023-02-01,28.19,,
SW0003,2023-03-01,183.49,,
SW0003,2023-04-01,33.53,,
SW0003,2023-05-01,181.13,,
SW0003,2023-06-01,196.82,,
SW0003,2023-07-01,347.69,,
SW0003,2023-08-01,301.02,,
SW0003,2023-09-01,510.82,,
SW0013,2022-10-01,0,,
SW0013,2022-11-01,0,,
SW0013,2022-12-01,13.27,,
SW0013,2023-01-01,62.02,,
SW0013,2023-02-01,34.43,,
SW0013,2023-03-01,237.79,,
SW0013,2023-04-01,562.54,,
SW0013,2023-05-01,1091.43,,
SW0013,2023-06-01,1433.77,,
SW0013,2023-07-01,1525.99,,
SW0013,2023-08-01,754.4,,
SW0013,2023-09-01,603.01,,
SW0306,2022-10-01,0,,
SW0306,2022-11-01,0,,
SW0306,2022-12-01,0,,
SW0306,2023-01-01,0,,
SW0306,2023-02-01,0,,
SW0306,2023-03-01,0,,
SW0306,2023-04-01,0,,
SW0306,2023-05-01,55.11,,
SW0306,2023-06-01,64.23,,
SW0306,2023-07-01,121.27,,
SW0306,2023-08-01,27.77,,
SW0306,2023-09-01,38.92,,
SW0090,2022-10-01,405.28,,
SW0090,2022-11-01,469.6,,
SW0090,2022-12-01,445.22,,
SW0090,2023-01-01,344.1,,
SW0090,2023-02-01,260.6,,
SW0090,2023-03-01,146.37,,
SW0090,2023-04-01,92.13,,
SW0090,2023-05-01,83.7,,
SW0090,2023-06-01,120,,
SW0090,2023-07-01,120,,
SW0090,2023-08-01,120,,
SW0090,2023-09-01,802.84,,
NA,2022-10-01,0,,
NA,2022-11-01,0,,
NA,2022-12-01,0,,
NA,2023-01-01,0,,
NA,2023-02-01,0,,
NA,2023-03-01,0,,
NA,2023-04-01,0,,
NA,2023-05-01,0,,
NA,2023-06-01,18.8,,
NA,2023-07-01,69.54,,
NA,2023-08-01,69.56,,
NA,2023-09-01,0,,
NA,2022-10-01,0,,
NA,2022-11-01,0,,
NA,2022-12-01,0,,
NA,2023-01-01,0,,
NA,2023-02-01,0,,
NA,2023-03-01,99.95,,
NA,2023-04-01,14.03,,
NA,2023-05-01,182.23,,
NA,2023-06-01,334.98,,
NA,2023-07-01,327.83,,
NA,2023-08-01,1253.24,,
NA,2023-09-01,948.98,,
SW0061,2022-10-01,0,,
SW0061,2022-11-01,0,,
SW0061,2022-12-01,0,,
SW0061,2023-01-01,0,,
SW0061,2023-02-01,0,,
SW0061,2023-03-01,0,,
SW0061,2023-04-01,0,,
SW0061,2023-05-01,0,,
SW0061,2023-06-01,0,,
SW0061,2023-07-01,0,,
SW0061,2023-08-01,0,,
SW0061,2023-09-01,0,,
SW0185,2022-10-01,3.4,,
SW0204,2022-10-01,6.15,,
SW0204,2022-11-01,5.95,,
SW0204,2022-12-01,6.15,,
SW0204,2023-01-01,6.15,,
SW0204,2023-02-01,5.55,,
SW0204,2023-03-01,6.15,,
SW0204,2023-04-01,5.95,,
SW0204,2023-05-01,6.15,,
SW0204,2023-06-01,5.95,,
SW0204,2023-07-01,6.15,,
SW0204,2023-08-01,6.15,,
SW0204,2023-09-01,5.95,,
SW0213,2022-10-01,70.48,,
SW0213,2022-11-01,72.27,,
SW0213,2022-12-01,212.32,,
SW0213,2023-01-01,75.3,,
SW0213,2023-02-01,90.71,,
SW0213,2023-03-01,246.81,,
SW0213,2023-04-01,92.2,,
SW0213,2023-05-01,98.05,,
SW0213,2023-06-01,89.28,,
SW0213,2023-07-01,498.74,,
SW0213,2023-08-01,104.07,,
SW0213,2023-09-01,86.04,,
SW0285,2022-10-01,0,,
SW0285,2022-11-01,0,,
SW0285,2022-12-01,0,,
SW0285,2023-01-01,0,,
SW0285,2023-02-01,0,,
SW0285,2023-03-01,120.5,,
SW0285,2023-04-01,0,,
SW0285,2023-05-01,0,,
SW0285,2023-06-01,0,,
SW0285,2023-07-01,0,,
SW0285,2023-08-01,0,,
SW0285,2023-09-01,0,,
SW0307,2022-10-01,0,,
SW0307,2022-11-01,0,,
SW0307,2022-12-01,0,,
SW0307,2023-01-01,0,,
SW0307,2023-02-01,0,,
SW0307,2023-03-01,0,,
SW0307,2023-04-01,0,,
SW0307,2023-05-01,48.74,,
SW0307,2023-06-01,40.18,,
SW0307,2023-07-01,109.15,,
SW0307,2023-08-01,28.57,,
SW0307,2023-09-01,57.81,,
SW0356,2022-10-01,3016.86,,
SW0356,2022-11-01,2749.09,,
SW0356,2022-12-01,2677.68,,
SW0356,2023-01-01,3982.81,,
SW0356,2023-02-01,3080.33,,
SW0356,2023-03-01,11779.83,,
SW0356,2023-04-01,10296.2,,
SW0356,2023-05-01,11353.39,,
SW0356,2023-06-01,25642.31,,
SW0356,2023-07-01,15141.82,,
SW0356,2023-08-01,12289.59,,
SW0356,2023-09-01,5738.18,,
SW0055,2022-10-01,712.86,,
SW0055,2022-11-01,778.52,,
SW0055,2022-12-01,804.54,,
SW0055,2023-01-01,654.52,,
SW0055,2023-02-01,485.15,,
SW0055,2023-03-01,565.1,,
SW0055,2023-04-01,575.33,,
SW0055,2023-05-01,624.02,,
SW0055,2023-06-01,680.56,,
SW0055,2023-07-01,750.14,,
SW0055,2023-08-01,734.94,,
SW0055,2023-09-01,726.44,,
SW0194,2022-10-01,14.65,,
SW0194,2022-11-01,0,,
SW0194,2022-12-01,0,,
SW0194,2023-01-01,0.8,,
SW0194,2023-02-01,0,,
SW0194,2023-03-01,71.28,,
SW0194,2023-04-01,0,,
SW0194,2023-05-01,397.4,,
SW0194,2023-06-01,867.41,,
SW0194,2023-07-01,1239.39,,
SW0194,2023-08-01,58,,
SW0056,2022-10-01,597.24,,
SW0056,2022-11-01,572.3,,
SW0056,2022-12-01,584.79,,
SW0056,2023-01-01,569.69,,
SW0056,2023-02-01,513.28,,
SW0056,2023-03-01,558.23,,
SW0056,2023-04-01,537.95,,
SW0056,2023-05-01,582.09,,
SW0056,2023-06-01,587.21,,
SW0056,2023-07-01,593.57,,
SW0056,2023-08-01,605.5,,
SW0056,2023-09-01,577.27,,
SW0372,2023-05-01,52.18,,
SW0372,2023-06-01,136.72,,
SW0372,2023-07-01,124.4,,
SW0372,2023-08-01,65.44,,
SW0372,2023-09-01,37.88,,
SW0037,2022-10-01,23.08,,
SW0037,2022-11-01,18.32,,
SW0037,2022-12-01,40.75,,
SW0037,2023-01-01,150.05,,
SW0037,2023-02-01,103.76,,
SW0037,2023-03-01,292.16,,
SW0037,2023-04-01,656.88,,
SW0037,2023-05-01,3373.41,,
SW0037,2023-06-01,4193.14,,
SW0037,2023-07-01,3530.52,,
SW0037,2023-08-01,1397.65,,
SW0037,2023-09-01,728.74,,
SW0074,2022-10-01,268.76,,
SW0074,2022-11-01,273.86,,
SW0074,2022-12-01,305.48,,
SW0074,2023-01-01,398.42,,
SW0074,2023-02-01,299.78,,
SW0074,2023-03-01,782.29,,
SW0074,2023-04-01,933.98,,
SW0074,2023-05-01,2073.98,,
SW0074,2023-06-01,2211.12,,
SW0074,2023-07-01,2410.59,,
SW0074,2023-08-01,2887.79,,
SW0074,2023-09-01,1657.07,,
SW0127,2022-10-01,0,,
SW0127,2022-11-01,0,,
SW0127,2022-12-01,0,,
SW0127,2023-01-01,0,,
SW0127,2023-02-01,0,,
SW0127,2023-03-01,0,,
SW0127,2023-04-01,0,,
SW0127,2023-05-01,0,,
SW0127,2023-06-01,0,,
SW0127,2023-07-01,0,,
SW0127,2023-08-01,0,,
SW0127,2023-09-01,0,,
SW0260,2022-10-01,0,,
SW0260,2022-11-01,0,,
SW0260,2022-12-01,0,,
SW0260,2023-01-01,0,,
SW0260,2023-02-01,0,,
SW0260,2023-03-01,0,,
SW0260,2023-04-01,0,,
SW0260,2023-05-01,0,,
SW0260,2023-06-01,0,,
SW0260,2023-07-01,0,,
SW0260,2023-08-01,0,,
SW0260,2023-09-01,0,,
SW0284,2022-10-01,0,,
SW0284,2022-11-01,0,,
SW0284,2022-12-01,0,,
SW0284,2023-01-01,0,,
SW0284,2023-02-01,0,,
SW0284,2023-03-01,13.59,,
SW0284,2023-04-01,0,,
SW0284,2023-05-01,55.34,,
SW0284,2023-06-01,202.18,,
SW0284,2023-07-01,189.93,,
SW0284,2023-08-01,125.38,,
SW0284,2023-09-01,282.36,,
SW0400,2022-10-01,10.39,,
SW0400,2022-11-01,9.8,,
SW0400,2022-12-01,8.57,,
SW0400,2023-01-01,8.79,,
SW0400,2023-02-01,9.44,,
SW0400,2023-03-01,7.55,,
SW0400,2023-04-01,8.14,,
SW0400,2023-05-01,7.2,,
SW0400,2023-06-01,6.76,,
SW0400,2023-07-01,6.99,,
SW0400,2023-08-01,6.99,,
SW0400,2023-09-01,7.96,,
SW0125,2022-10-01,0,,
SW0125,2022-11-01,0,,
SW0125,2022-12-01,0,,
SW0125,2023-01-01,0,,
SW0125,2023-02-01,0,,
SW0125,2023-03-01,0,,
SW0125,2023-04-01,0,,
SW0125,2023-05-01,0,,
SW0125,2023-06-01,0,,
SW0125,2023-07-01,0,,
SW0125,2023-08-01,0,,
SW0125,2023-09-01,0,,
SW0195,2022-10-01,511.68,,
SW0195,2022-11-01,531.21,,
SW0195,2022-12-01,586.15,,
SW0195,2023-01-01,624,,
SW0195,2023-02-01,596.14,,
SW0195,2023-03-01,696.03,,
SW0195,2023-04-01,709.61,,
SW0195,2023-05-01,768.9,,
SW0195,2023-06-01,507.04,,
SW0195,2023-07-01,627.51,,
SW0195,2023-08-01,11.47,,
SW0243,2022-10-01,0,,
SW0243,2022-11-01,0,,
SW0243,2022-12-01,0,,
SW0243,2023-01-01,0,,
SW0243,2023-02-01,0,,
SW0243,2023-03-01,0,,
SW0243,2023-04-01,15.39,,
SW0243,2023-05-01,507.37,,
SW0243,2023-06-01,750.61,,
SW0243,2023-07-01,913.9,,
SW0243,2023-08-01,608.96,,
SW0243,2023-09-01,0,,
SW0250,2022-10-01,0,,
SW0250,2022-11-01,0,,
SW0250,2022-12-01,0,,
SW0250,2023-01-01,0,,
SW0250,2023-02-01,0,,
SW0250,2023-03-01,0,,
SW0250,2023-04-01,0,,
SW0250,2023-05-01,0,,
SW0250,2023-06-01,0,,
SW0250,2023-07-01,0,,
SW0250,2023-08-01,0,,
SW0250,2023-09-01,0,,
SW0277,2022-10-01,0,,
SW0277,2022-11-01,0,,
SW0277,2022-12-01,0,,
SW0277,2023-01-01,0,,
SW0277,2023-02-01,0,,
SW0277,2023-03-01,0,,
SW0277,2023-04-01,0,,
SW0277,2023-05-01,0,,
SW0277,2023-06-01,9.92,,
SW0277,2023-07-01,162.68,,
SW0277,2023-08-01,123.77,,
SW0277,2023-09-01,124.29,,
SW0295,2022-10-01,0,,
SW0295,2022-11-01,0,,
SW0295,2022-12-01,0,,
SW0295,2023-01-01,0,,
SW0295,2023-02-01,0,,
SW0295,2023-03-01,0,,
SW0295,2023-04-01,0,,
SW0295,2023-05-01,30.48,,
SW0295,2023-06-01,62.73,,
SW0295,2023-07-01,120.92,,
SW0295,2023-08-01,8.03,,
SW0295,2023-09-01,0,,
SW0370,2022-10-01,0,,
SW0370,2022-11-01,0,,
SW0370,2022-12-01,0,,
SW0370,2023-01-01,56.62,,
SW0370,2023-02-01,7.98,,
SW0370,2023-03-01,241.58,,
SW0370,2023-04-01,76.05,,
SW0370,2023-05-01,833.36,,
SW0370,2023-06-01,1063.24,,
SW0370,2023-07-01,1089.24,,
SW0370,2023-08-01,1233.25,,
SW0370,2023-09-01,282.25,,
SW0200,2022-10-01,501.94,,
SW0200,2022-11-01,188.5,,
SW0200,2022-12-01,176.39,,
SW0200,2023-01-01,178.74,,
SW0200,2023-02-01,128.39,,
SW0200,2023-03-01,123.3,,
SW0200,2023-04-01,0,,
SW0200,2023-05-01,413.14,,
SW0200,2023-06-01,1553.77,,
SW0200,2023-07-01,1476,,
SW0200,2023-08-01,338.72,,
SW0200,2023-09-01,155.32,,
SW0161,2022-10-01,1.95,,
SW0161,2022-11-01,0,,
SW0161,2022-12-01,0.78,,
SW0161,2023-01-01,0.12,,
SW0161,2023-02-01,0,,
SW0161,2023-03-01,2.16,,
SW0161,2023-04-01,21.82,,
SW0161,2023-05-01,7.03,,
SW0161,2023-06-01,7.58,,
SW0161,2023-07-01,86.96,,
SW0161,2023-08-01,58.39,,
SW0161,2023-09-01,21.94,,
SW0004,2022-10-01,34.56,,
SW0004,2022-11-01,31.6,,
SW0004,2022-12-01,32.67,,
SW0004,2023-01-01,107.34,,
SW0004,2023-02-01,26.44,,
SW0004,2023-03-01,188,,
SW0004,2023-04-01,113.96,,
SW0004,2023-05-01,393.03,,
SW0004,2023-06-01,414.9,,
SW0004,2023-07-01,512.08,,
SW0004,2023-08-01,321.94,,
SW0004,2023-09-01,364.88,,
SW0186,2022-10-01,8.14,,
SW0251,2022-10-01,0,,
SW0251,2022-11-01,0,,
SW0251,2022-12-01,0,,
SW0251,2023-01-01,0,,
SW0251,2023-02-01,0,,
SW0251,2023-03-01,0,,
SW0251,2023-04-01,31.65,,
SW0251,2023-05-01,221.76,,
SW0251,2023-06-01,151.32,,
SW0251,2023-07-01,147.23,,
SW0251,2023-08-01,56.96,,
SW0251,2023-09-01,12.86,,
SW0267,2022-10-01,0,,
SW0267,2022-11-01,0,,
SW0267,2022-12-01,0,,
SW0267,2023-01-01,0,,
SW0267,2023-02-01,0,,
SW0267,2023-03-01,0,,
SW0267,2023-04-01,0,,
SW0267,2023-05-01,244.3,,
SW0267,2023-06-01,469.89,,
SW0267,2023-07-01,636.23,,
SW0267,2023-08-01,433.56,,
SW0267,2023-09-01,442.25,,
SW0268,2022-10-01,0,,
SW0268,2022-11-01,0,,
SW0268,2022-12-01,0,,
SW0268,2023-01-01,0,,
SW0268,2023-02-01,0,,
SW0268,2023-03-01,0,,
SW0268,2023-04-01,5.95,,
SW0268,2023-05-01,303.69,,
SW0268,2023-06-01,493.94,,
SW0268,2023-07-01,647.52,,
SW0268,2023-08-01,371.52,,
SW0268,2023-09-01,37.61,,
SW0354,2022-10-01,3074.38,,
SW0354,2022-11-01,2493.22,,
SW0354,2022-12-01,2501.16,,
SW0354,2023-01-01,3822.15,,
SW0354,2023-02-01,2326.61,,
SW0354,2023-03-01,13098.84,,
SW0354,2023-04-01,9816.2,,
SW0354,2023-05-01,11416.86,,
SW0354,2023-06-01,28413.22,,
SW0354,2023-07-01,15318.35,,
SW0354,2023-08-01,12333.22,,
SW0354,2023-09-01,5416.86,,
SW0126,2022-10-01,127.46,,
SW0126,2022-11-01,0,,
SW0126,2022-12-01,0,,
SW0126,2023-01-01,0,,
SW0126,2023-02-01,0,,
SW0126,2023-03-01,0,,
SW0126,2023-04-01,148.18,,
SW0126,2023-05-01,165.64,,
SW0126,2023-06-01,37.52,,
SW0126,2023-07-01,2.32,,
SW0126,2023-08-01,77.22,,
SW0126,2023-09-01,165.04,,
SW0128,2022-10-01,49.22,,
SW0128,2022-11-01,62.64,,
SW0128,2022-12-01,61.19,,
SW0128,2023-01-01,55.9,,
SW0128,2023-02-01,68.13,,
SW0128,2023-03-01,112.24,,
SW0128,2023-04-01,140.08,,
SW0128,2023-05-01,141.21,,
SW0128,2023-06-01,133.78,,
SW0128,2023-07-01,132.92,,
SW0128,2023-08-01,138.22,,
SW0128,2023-09-01,149.5,,
SW0075,2022-10-01,194.16,,
SW0075,2022-11-01,193.91,,
SW0075,2022-12-01,204.53,,
SW0075,2023-01-01,244.86,,
SW0075,2023-02-01,191.41,,
SW0075,2023-03-01,407.88,,
SW0075,2023-04-01,571.91,,
SW0075,2023-05-01,1553.47,,
SW0075,2023-06-01,2296.15,,
SW0075,2023-07-01,2466.76,,
SW0075,2023-08-01,2028.4,,
SW0075,2023-09-01,697.97,,
SW0095,2022-10-01,86.26,,
SW0095,2022-11-01,76.52,,
SW0095,2022-12-01,74.53,,
SW0095,2023-01-01,78.13,,
SW0095,2023-02-01,72.87,,
SW0095,2023-03-01,86.08,,
SW0095,2023-04-01,98.76,,
SW0095,2023-05-01,131.82,,
SW0095,2023-06-01,149.38,,
SW0095,2023-07-01,161.59,,
SW0095,2023-08-01,171.87,,
SW0095,2023-09-01,157.6,,
SW0138,2022-10-01,0,,
SW0138,2022-11-01,0,,
SW0138,2022-12-01,0,,
SW0138,2023-01-01,0,,
SW0138,2023-02-01,0,,
SW0138,2023-03-01,0,,
SW0138,2023-04-01,0,,
SW0138,2023-05-01,88.96,,
SW0138,2023-06-01,249.91,,
SW0138,2023-07-01,550.93,,
SW0138,2023-08-01,435.53,,
SW0138,2023-09-01,68.22,,
SW0271,2022-10-01,0,,
SW0271,2022-11-01,0,,
SW0271,2022-12-01,0,,
SW0271,2023-01-01,0,,
SW0271,2023-02-01,0,,
SW0271,2023-03-01,0,,
SW0271,2023-04-01,0,,
SW0271,2023-05-01,298.02,,
SW0271,2023-06-01,1126.59,,
SW0271,2023-07-01,1200.26,,
SW0271,2023-08-01,400.32,,
SW0271,2023-09-01,0,,
SW0310,2022-10-01,0,,
SW0310,2022-11-01,0,,
SW0310,2022-12-01,0,,
SW0310,2023-01-01,0,,
SW0310,2023-02-01,0,,
SW0310,2023-03-01,0,,
SW0124,2022-10-01,10216.12,,
SW0124,2022-11-01,8315.07,,
SW0124,2022-12-01,10374.2,,
SW0124,2023-01-01,11446.43,,
SW0124,2023-02-01,151.37,,
SW0124,2023-03-01,9243.93,,
SW0124,2023-04-01,9373.71,,
SW0124,2023-05-01,9652.96,,
SW0124,2023-06-01,1708.15,,
SW0124,2023-07-01,0,,
SW0124,2023-08-01,0,,
SW0124,2023-09-01,0,,
SW0015,2022-10-01,0,,
SW0015,2022-11-01,0,,
SW0015,2022-12-01,0,,
SW0015,2023-01-01,0,,
SW0015,2023-02-01,0,,
SW0015,2023-03-01,48.27,,
SW0015,2023-04-01,115.11,,
SW0015,2023-05-01,286.62,,
SW0015,2023-06-01,305.3,,
SW0015,2023-07-01,308.95,,
SW0015,2023-08-01,323.54,,
SW0015,2023-09-01,30.67,,
SW0039,2022-10-01,153.38,,
SW0039,2022-11-01,131.55,,
SW0039,2022-12-01,123.29,,
SW0039,2023-01-01,118.04,,
SW0039,2023-02-01,103.58,,
SW0039,2023-03-01,129.04,,
SW0039,2023-04-01,136.32,,
SW0039,2023-05-01,147.94,,
SW0039,2023-06-01,149.3,,
SW0039,2023-07-01,158.92,,
SW0039,2023-08-01,155.8,,
SW0039,2023-09-01,168.64,,
SW0252,2022-10-01,0,,
SW0252,2022-11-01,0,,
SW0252,2022-12-01,0,,
SW0252,2023-01-01,0,,
SW0252,2023-02-01,0,,
SW0252,2023-03-01,0,,
SW0252,2023-04-01,7.61,,
SW0252,2023-05-01,161.98,,
SW0252,2023-06-01,160.56,,
SW0252,2023-07-01,109.09,,
SW0252,2023-08-01,17.4,,
SW0252,2023-09-01,2.92,,
SW0278,2022-10-01,0,,
SW0278,2022-11-01,0,,
SW0278,2022-12-01,0,,
SW0278,2023-01-01,0,,
SW0278,2023-02-01,0,,
SW0278,2023-03-01,0,,
SW0278,2023-04-01,0,,
SW0278,2023-05-01,15.09,,
SW0278,2023-06-01,42.74,,
SW0278,2023-07-01,221.47,,
SW0278,2023-08-01,171.21,,
SW0278,2023-09-01,52.98,,
SW0369,2022-10-01,0,,
SW0369,2022-11-01,0,,
SW0369,2022-12-01,0,,
SW0369,2023-01-01,0,,
SW0369,2023-02-01,0,,
SW0369,2023-03-01,0,,
SW0369,2023-04-01,0,,
SW0369,2023-05-01,0,,
SW0369,2023-06-01,0,,
SW0369,2023-07-01,0,,
SW0369,2023-08-01,0,,
SW0369,2023-09-01,0,,
SW0123,2022-10-01,0,,
SW0123,2022-11-01,0,,
SW0123,2022-12-01,0,,
SW0123,2023-01-01,0,,
SW0123,2023-02-01,0,,
SW0123,2023-03-01,0.01,,
SW0123,2023-04-01,0.13,,
SW0123,2023-05-01,0.08,,
SW0123,2023-06-01,0.14,,
SW0123,2023-07-01,0.01,,
SW0123,2023-08-01,0,,
SW0123,2023-09-01,0,,
NA,2022-10-01,0,,
NA,2022-11-01,0,,
NA,2022-12-01,0,,
NA,2023-01-01,0,,
NA,2023-02-01,0,,
NA,2023-03-01,0,,
NA,2023-04-01,0,,
NA,2023-05-01,22.63,,
NA,2023-06-01,111.47,,
NA,2023-07-01,108.04,,
NA,2023-08-01,17.41,,
NA,2023-09-01,0,,
SW0140,2022-10-01,0,,
SW0140,2022-11-01,0,,
SW0140,2022-12-01,0,,
SW0140,2023-01-01,28.1,,
SW0140,2023-02-01,0,,
SW0140,2023-03-01,99.33,,
SW0140,2023-04-01,117.79,,
SW0140,2023-05-01,115.23,,
SW0140,2023-06-01,112.59,,
SW0140,2023-07-01,127.86,,
SW0140,2023-08-01,105.77,,
SW0140,2023-09-01,92.79,,
SW0197,2022-10-01,0,,
SW0197,2022-11-01,0,,
SW0197,2022-12-01,0,,
SW0197,2023-01-01,0,,
SW0197,2023-02-01,0,,
SW0197,2023-03-01,0,,
SW0197,2023-04-01,0,,
SW0197,2023-05-01,200.83,,
SW0197,2023-06-01,710.94,,
SW0197,2023-07-01,725.4,,
SW0197,2023-08-01,0,,
SW0197,2023-09-01,0,,
SW0236,2022-10-01,0,,
SW0236,2022-11-01,0,,
SW0236,2022-12-01,0,,
SW0236,2023-01-01,0,,
SW0236,2023-02-01,0,,
SW0236,2023-03-01,0,,
SW0236,2023-04-01,0,,
SW0236,2023-05-01,154.49,,
SW0236,2023-06-01,374.98,,
SW0236,2023-07-01,583.85,,
SW0236,2023-08-01,510.6,,
SW0236,2023-09-01,242.75,,
SW0089,2022-10-01,291.61,,
SW0089,2022-11-01,23.95,,
SW0089,2022-12-01,18.99,,
SW0089,2023-01-01,20.84,,
SW0089,2023-02-01,27,,
SW0089,2023-03-01,212.29,,
SW0089,2023-04-01,544.88,,
SW0089,2023-05-01,561.97,,
SW0089,2023-06-01,385.39,,
SW0089,2023-07-01,598.49,,
SW0089,2023-08-01,216.92,,
SW0089,2023-09-01,194.38,,
SW0207,2022-10-01,0,,
SW0207,2022-11-01,0,,
SW0207,2022-12-01,0,,
SW0207,2023-01-01,0,,
SW0207,2023-02-01,0,,
SW0207,2023-03-01,0,,
SW0207,2023-04-01,0,,
SW0207,2023-05-01,225.27,,
SW0207,2023-06-01,269.07,,
SW0207,2023-07-01,250.35,,
SW0207,2023-08-01,7.26,,
SW0207,2023-09-01,0,,
SW0261,2022-10-01,0,,
SW0261,2022-11-01,0,,
SW0261,2022-12-01,0,,
SW0261,2023-01-01,0,,
SW0261,2023-02-01,0,,
SW0261,2023-03-01,0,,
SW0261,2023-04-01,0,,
SW0261,2023-05-01,0,,
SW0261,2023-06-01,0,,
SW0261,2023-07-01,0,,
SW0261,2023-08-01,0,,
SW0261,2023-09-01,0,,
SW0269,2022-10-01,0,,
SW0269,2022-11-01,0,,
SW0269,2022-12-01,0,,
SW0269,2023-01-01,0,,
SW0269,2023-02-01,0,,
SW0269,2023-03-01,0,,
SW0269,2023-04-01,0,,
SW0269,2023-05-01,203.66,,
SW0269,2023-06-01,262.81,,
SW0269,2023-07-01,202.12,,
SW0269,2023-08-01,305.08,,
SW0269,2023-09-01,0,,
SW0287,2022-10-01,0,,
SW0287,2022-11-01,0,,
SW0287,2022-12-01,0,,
SW0287,2023-01-01,0,,
SW0287,2023-02-01,0,,
SW0287,2023-03-01,0,,
SW0287,2023-04-01,0,,
SW0287,2023-05-01,42.79,,
SW0287,2023-06-01,164.98,,
SW0287,2023-07-01,406.54,,
SW0287,2023-08-01,345.39,,
SW0287,2023-09-01,49.92,,
SW0288,2022-10-01,0,,
SW0288,2022-11-01,0,,
SW0288,2022-12-01,0,,
SW0288,2023-01-01,0,,
SW0288,2023-02-01,0,,
SW0288,2023-03-01,0,,
SW0288,2023-04-01,0,,
SW0288,2023-05-01,31.08,,
SW0288,2023-06-01,95.4,,
SW0288,2023-07-01,376.57,,
SW0288,2023-08-01,324.79,,
SW0288,2023-09-01,120.29,,
SW0371,2022-10-01,0,,
SW0371,2022-11-01,0,,
SW0371,2022-12-01,0,,
SW0371,2023-01-01,0,,
SW0371,2023-02-01,0,,
SW0371,2023-03-01,155.38,,
SW0371,2023-04-01,36.2,,
SW0371,2023-05-01,219.44,,
SW0371,2023-06-01,273.43,,
SW0371,2023-07-01,264.25,,
SW0371,2023-08-01,294.64,,
SW0371,2023-09-01,61.78,,
SW0058,2022-10-01,0,,
SW0058,2022-11-01,806.92,,
SW0058,2022-12-01,188.56,,
SW0058,2023-01-01,0,,
SW0058,2023-02-01,0,,
SW0058,2023-03-01,3.86,,
SW0058,2023-04-01,75.84,,
SW0058,2023-05-01,85.78,,
SW0058,2023-06-01,64.46,,
SW0058,2023-07-01,31.55,,
SW0058,2023-08-01,1.9,,
SW0058,2023-09-01,0.53,,
SW0038,2022-10-01,46.38,,
SW0038,2022-11-01,70.1,,
SW0038,2022-12-01,82.05,,
SW0038,2023-01-01,189.46,,
SW0038,2023-02-01,125.53,,
SW0038,2023-03-01,241.29,,
SW0038,2023-04-01,215.02,,
SW0038,2023-05-01,315.03,,
SW0038,2023-06-01,324.8,,
SW0038,2023-07-01,350.17,,
SW0038,2023-08-01,328.4,,
SW0038,2023-09-01,236.19,,
SW0054,2022-10-01,114.12,,
SW0054,2022-11-01,138.86,,
SW0054,2022-12-01,142.25,,
SW0054,2023-01-01,173.32,,
SW0054,2023-02-01,135.79,,
SW0054,2023-03-01,242.98,,
SW0054,2023-04-01,498.01,,
SW0054,2023-05-01,517.34,,
SW0054,2023-06-01,682.63,,
SW0054,2023-07-01,678.84,,
SW0054,2023-08-01,94.01,,
SW0054,2023-09-01,95.67,,
SW0064,2022-10-01,46.3,,
SW0064,2022-11-01,70.9,,
SW0064,2022-12-01,43.63,,
SW0064,2023-01-01,61.54,,
SW0064,2023-02-01,48.93,,
SW0064,2023-03-01,203.63,,
SW0064,2023-04-01,536.95,,
